Customer ID,Age,age_band,Gender,Location,region,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),annual_frequency,Frequency of Purchases,Previous Purchases,Review Rating,Subscription Status,subscription_flag,Shipping Type,Payment Method,Discount Applied,Promo Code Used,promo_flag,estimated_annual_spend,value_tier,spend_rank_pctile,purchase_frequency_score,tenure_proxy,tenure_proxy_norm,satisfaction_flag,promo_dependency_score,promo_sensitivity_group,loyalty_A,loyalty_B,loyalty_score,customer_segment
3238,61,56-65,Female,Vermont,Northeast,T-shirt,Clothing,M,Gray,Summer,57,52,Weekly,4,2.8,No,0,Express,Cash,No,No,0,2964,Platinum,0.9294871794871795,1.0,4,0.061224489795918366,0,0.0,None,0.3214285714285714,0.5153061224489797,0.3214285714285714,At-Risk
3239,25,18-25,Female,Wyoming,West,Sneakers,Footwear,XL,Teal,Fall,84,4,Quarterly,37,3.4,No,0,2-Day Shipping,Cash,No,No,0,336,Silver,0.3942307692307692,0.058823529411764705,37,0.7346938775510204,0,0.0,None,0.2747899159663865,0.4483793517406963,0.2747899159663865,At-Risk
3240,33,26-35,Female,Colorado,West,Sunglasses,Accessories,M,Charcoal,Fall,32,12,Monthly,30,2.7,No,0,2-Day Shipping,Cash,No,No,0,384,Silver,0.4430769230769231,0.21568627450980393,30,0.5918367346938775,0,0.0,None,0.2718487394957983,0.4518807523009204,0.2718487394957983,At-Risk
3241,56,56-65,Female,West Virginia,South,Sandals,Footwear,M,Violet,Fall,37,12,Monthly,37,3.8,No,0,2-Day Shipping,Bank Transfer,No,No,0,444,Silver,0.47205128205128205,0.21568627450980393,37,0.7346938775510204,0,0.0,None,0.3218487394957983,0.4875950380152061,0.3218487394957983,At-Risk
3242,50,46-55,Female,Connecticut,Northeast,Handbag,Accessories,M,Lavender,Summer,58,4,Quarterly,30,4.4,No,0,Store Pickup,PayPal,No,No,0,232,Silver,0.2834615384615385,0.058823529411764705,30,0.5918367346938775,1,0.0,None,0.42478991596638654,0.5626650660264105,0.42478991596638654,Casual Browsers
3243,45,36-45,Female,Oregon,West,Socks,Clothing,S,Beige,Fall,74,52,Weekly,17,2.8,No,0,Express,Venmo,No,No,0,3848,Platinum,0.9570512820512821,1.0,17,0.32653061224489793,0,0.0,None,0.41428571428571426,0.5816326530612245,0.41428571428571426,At-Risk
3244,45,36-45,Female,Idaho,West,Hoodie,Clothing,L,Black,Summer,99,4,Every 3 Months,11,5.0,No,0,Store Pickup,Bank Transfer,No,No,0,396,Silver,0.4591025641025641,0.058823529411764705,11,0.20408163265306123,1,0.0,None,0.2890756302521008,0.4657262905162065,0.2890756302521008,Casual Browsers
3245,65,56-65,Female,Arkansas,South,Sweater,Clothing,M,Black,Fall,81,1,Annually,42,4.7,No,0,Express,Credit Card,No,No,0,81,Bronze,0.11256410256410257,0.0,42,0.8367346938775511,1,0.0,None,0.4928571428571429,0.6091836734693877,0.4928571428571429,Casual Browsers
3246,63,56-65,Female,Kansas,Midwest,Pants,Clothing,M,Purple,Fall,76,52,Weekly,20,3.2,No,0,Next Day Air,Cash,No,No,0,3952,Platinum,0.96,1.0,20,0.3877551020408163,0,0.0,None,0.4357142857142857,0.596938775510204,0.4357142857142857,At-Risk
3247,70,66-70,Female,Michigan,Midwest,Sneakers,Footwear,M,Magenta,Summer,98,12,Monthly,37,2.9,No,0,Store Pickup,Cash,No,No,0,1176,Gold,0.6753846153846154,0.21568627450980393,37,0.7346938775510204,0,0.0,None,0.3218487394957983,0.4875950380152061,0.3218487394957983,At-Risk
3248,53,46-55,Female,Arkansas,South,Gloves,Accessories,M,Teal,Summer,91,26,Fortnightly,12,3.7,No,0,Express,PayPal,No,No,0,2366,Platinum,0.8774358974358974,0.49019607843137253,12,0.22448979591836735,0,0.0,None,0.2256302521008403,0.428671468587435,0.2256302521008403,Casual Browsers
3249,22,18-25,Female,Pennsylvania,Northeast,T-shirt,Clothing,S,Teal,Summer,79,4,Quarterly,41,4.2,No,0,Free Shipping,Bank Transfer,No,No,0,316,Silver,0.3737179487179487,0.058823529411764705,41,0.8163265306122449,1,0.0,None,0.5033613445378151,0.6187875150060024,0.5033613445378151,Casual Browsers
3250,26,26-35,Female,Virginia,South,Backpack,Accessories,M,Pink,Summer,83,4,Quarterly,32,3.4,No,0,Express,Credit Card,No,No,0,332,Silver,0.3893589743589744,0.058823529411764705,32,0.6326530612244898,0,0.0,None,0.23907563025210082,0.42286914765906364,0.23907563025210082,Casual Browsers
3251,23,18-25,Female,Minnesota,Midwest,Coat,Outerwear,M,Teal,Spring,90,52,Weekly,15,2.9,No,0,2-Day Shipping,Venmo,No,No,0,4680,Platinum,0.9834615384615385,1.0,15,0.2857142857142857,0,0.0,None,0.39999999999999997,0.5714285714285714,0.39999999999999997,At-Risk
3252,25,18-25,Female,Nevada,West,Coat,Outerwear,M,Gold,Winter,20,4,Quarterly,39,3.7,No,0,Standard,Venmo,No,No,0,80,Bronze,0.10910256410256411,0.058823529411764705,39,0.7755102040816326,0,0.0,None,0.2890756302521008,0.45858343337334934,0.2890756302521008,At-Risk
3253,69,66-70,Female,Montana,West,Sandals,Footwear,L,Brown,Spring,21,26,Fortnightly,48,2.7,No,0,Store Pickup,Credit Card,No,No,0,546,Silver,0.49256410256410255,0.49019607843137253,48,0.9591836734693877,0,0.0,None,0.48277310924369743,0.6123449379751901,0.48277310924369743,At-Risk
3254,36,36-45,Female,Nebraska,Midwest,Backpack,Accessories,M,Brown,Fall,60,26,Fortnightly,8,3.2,No,0,2-Day Shipping,Venmo,No,No,0,1560,Gold,0.7383333333333333,0.49019607843137253,8,0.14285714285714285,0,0.0,None,0.19705882352941173,0.40826330532212884,0.19705882352941173,Casual Browsers
3255,21,18-25,Female,Indiana,Midwest,Sweater,Clothing,S,Magenta,Winter,31,4,Every 3 Months,11,4.9,No,0,Store Pickup,Bank Transfer,No,No,0,124,Bronze,0.19025641025641027,0.058823529411764705,11,0.20408163265306123,1,0.0,None,0.2890756302521008,0.4657262905162065,0.2890756302521008,Casual Browsers
3256,57,56-65,Female,New Jersey,Northeast,Shorts,Clothing,M,Black,Fall,40,12,Monthly,36,2.8,No,0,Next Day Air,Bank Transfer,No,No,0,480,Silver,0.47717948717948716,0.21568627450980393,36,0.7142857142857143,0,0.0,None,0.31470588235294117,0.48249299719887956,0.31470588235294117,At-Risk
3257,60,56-65,Female,Wisconsin,Midwest,Sunglasses,Accessories,L,Teal,Winter,26,4,Every 3 Months,50,4.7,No,0,Free Shipping,Venmo,No,No,0,104,Bronze,0.17294871794871794,0.058823529411764705,50,1.0,1,0.0,None,0.5676470588235294,0.6647058823529411,0.5676470588235294,Loyal Regulars
3258,44,36-45,Female,Minnesota,Midwest,Shirt,Clothing,M,Brown,Fall,98,4,Every 3 Months,39,3.3,No,0,Express,Venmo,No,No,0,392,Silver,0.4532051282051282,0.058823529411764705,39,0.7755102040816326,0,0.0,None,0.2890756302521008,0.45858343337334934,0.2890756302521008,At-Risk
3259,31,26-35,Female,New Jersey,Northeast,Shoes,Footwear,M,Magenta,Spring,51,26,Bi-Weekly,11,4.3,No,0,Express,Credit Card,No,No,0,1326,Gold,0.7007692307692308,0.49019607843137253,11,0.20408163265306123,1,0.0,None,0.41848739495798315,0.5735694277711084,0.41848739495798315,Casual Browsers
3260,57,56-65,Female,Oklahoma,South,Hat,Accessories,XL,Indigo,Fall,95,4,Every 3 Months,5,3.7,No,0,2-Day Shipping,Debit Card,No,No,0,380,Silver,0.4382051282051282,0.058823529411764705,5,0.08163265306122448,0,0.0,None,0.04621848739495798,0.28511404561824727,0.04621848739495798,Casual Browsers
3261,39,36-45,Female,Wisconsin,Midwest,Scarf,Accessories,M,Violet,Summer,36,1,Annually,7,4.5,No,0,2-Day Shipping,Credit Card,No,No,0,36,Bronze,0.03012820512820513,0.0,7,0.12244897959183673,1,0.0,None,0.24285714285714285,0.43061224489795913,0.24285714285714285,Casual Browsers
3262,48,46-55,Female,Rhode Island,Northeast,Belt,Accessories,L,Cyan,Winter,52,52,Weekly,50,3.4,No,0,Store Pickup,Debit Card,No,No,0,2704,Platinum,0.9220512820512821,1.0,50,1.0,0,0.0,None,0.6499999999999999,0.75,0.6499999999999999,Champions
3263,42,36-45,Female,Indiana,Midwest,T-shirt,Clothing,M,Violet,Spring,35,4,Every 3 Months,21,2.7,No,0,Standard,Cash,No,No,0,140,Bronze,0.2058974358974359,0.058823529411764705,21,0.40816326530612246,0,0.0,None,0.16050420168067225,0.3667466986794718,0.16050420168067225,Casual Browsers
3264,56,56-65,Female,Vermont,Northeast,Shorts,Clothing,S,Black,Fall,68,26,Fortnightly,31,4.4,No,0,Express,Debit Card,No,No,0,1768,Platinum,0.7753846153846153,0.49019607843137253,31,0.6122448979591837,1,0.0,None,0.561344537815126,0.6756102440976391,0.561344537815126,Champions
3265,28,26-35,Female,Maine,Northeast,Pants,Clothing,S,Charcoal,Winter,50,26,Bi-Weekly,39,4.0,No,0,Express,Cash,No,No,0,1300,Gold,0.6953846153846154,0.49019607843137253,39,0.7755102040816326,1,0.0,None,0.6184873949579832,0.7164265706282513,0.6184873949579832,Champions
3266,40,36-45,Female,Alabama,South,Sunglasses,Accessories,M,White,Winter,100,26,Fortnightly,28,3.2,No,0,Express,Credit Card,No,No,0,2600,Platinum,0.916923076923077,0.49019607843137253,28,0.5510204081632653,0,0.0,None,0.3399159663865546,0.5103041216486595,0.3399159663865546,At-Risk
3267,49,46-55,Female,Alabama,South,Coat,Outerwear,S,Gray,Winter,74,52,Weekly,33,4.2,No,0,Next Day Air,Bank Transfer,No,No,0,3848,Platinum,0.9570512820512821,1.0,33,0.6530612244897959,1,0.0,None,0.7285714285714284,0.813265306122449,0.7285714285714284,Champions
3268,37,36-45,Female,Idaho,West,Hoodie,Clothing,L,Pink,Winter,45,4,Quarterly,42,3.0,No,0,Store Pickup,Credit Card,No,No,0,180,Bronze,0.24474358974358976,0.058823529411764705,42,0.8367346938775511,0,0.0,None,0.3105042016806723,0.47388955582232895,0.3105042016806723,At-Risk
3269,22,18-25,Female,Arkansas,South,Dress,Clothing,M,Cyan,Fall,97,4,Every 3 Months,5,2.8,No,0,Free Shipping,Bank Transfer,No,No,0,388,Silver,0.44846153846153847,0.058823529411764705,5,0.08163265306122448,0,0.0,None,0.04621848739495798,0.28511404561824727,0.04621848739495798,Casual Browsers
3270,27,26-35,Female,Ohio,Midwest,Blouse,Clothing,M,Blue,Winter,60,12,Monthly,25,4.9,No,0,Express,Cash,No,No,0,720,Gold,0.5455128205128205,0.21568627450980393,25,0.4897959183673469,1,0.0,None,0.4361344537815126,0.5763705482192877,0.4361344537815126,Casual Browsers
3271,59,56-65,Female,Illinois,Midwest,Socks,Clothing,M,Indigo,Winter,25,1,Annually,48,4.7,No,0,Express,PayPal,No,No,0,25,Bronze,0.009743589743589744,0.0,48,0.9591836734693877,1,0.0,None,0.5357142857142857,0.639795918367347,0.5357142857142857,Loyal Regulars
3272,35,26-35,Female,Nevada,West,Socks,Clothing,XL,Magenta,Spring,55,52,Weekly,30,4.4,No,0,Standard,Credit Card,No,No,0,2860,Platinum,0.9265384615384615,1.0,30,0.5918367346938775,1,0.0,None,0.7071428571428571,0.7979591836734694,0.7071428571428571,Champions
3273,58,56-65,Female,Texas,South,Shoes,Footwear,M,Lavender,Winter,99,4,Quarterly,34,3.1,No,0,Next Day Air,PayPal,No,No,0,396,Silver,0.4591025641025641,0.058823529411764705,34,0.673469387755102,0,0.0,None,0.2533613445378151,0.43307322929171665,0.2533613445378151,Casual Browsers
3274,58,56-65,Female,Nevada,West,Belt,Accessories,S,Orange,Summer,45,4,Every 3 Months,34,2.6,No,0,Free Shipping,PayPal,No,No,0,180,Bronze,0.24474358974358976,0.058823529411764705,34,0.673469387755102,0,0.0,None,0.2533613445378151,0.43307322929171665,0.2533613445378151,Casual Browsers
3275,46,46-55,Female,Oklahoma,South,Sweater,Clothing,M,Cyan,Spring,20,26,Fortnightly,14,3.9,No,0,Store Pickup,Cash,No,No,0,520,Silver,0.48538461538461536,0.49019607843137253,14,0.2653061224489796,0,0.0,None,0.2399159663865546,0.43887555022008806,0.2399159663865546,Casual Browsers
3276,43,36-45,Female,Alabama,South,Pants,Clothing,XL,Green,Summer,88,52,Weekly,2,2.6,No,0,2-Day Shipping,Debit Card,No,No,0,4576,Platinum,0.9787179487179487,1.0,2,0.02040816326530612,0,0.0,None,0.3071428571428571,0.5051020408163265,0.3071428571428571,At-Risk
3277,39,36-45,Female,South Dakota,Midwest,Scarf,Accessories,M,White,Summer,99,4,Every 3 Months,41,4.0,No,0,Store Pickup,PayPal,No,No,0,396,Silver,0.4591025641025641,0.058823529411764705,41,0.8163265306122449,1,0.0,None,0.5033613445378151,0.6187875150060024,0.5033613445378151,Casual Browsers
3278,59,56-65,Female,Texas,South,Skirt,Clothing,M,Blue,Spring,86,12,Monthly,3,4.9,No,0,Store Pickup,Credit Card,No,No,0,1032,Gold,0.632948717948718,0.21568627450980393,3,0.04081632653061224,1,0.0,None,0.27899159663865547,0.464125650260104,0.27899159663865547,Casual Browsers
3279,59,56-65,Female,Montana,West,Dress,Clothing,M,Black,Summer,70,52,Weekly,18,3.3,No,0,2-Day Shipping,Bank Transfer,No,No,0,3640,Platinum,0.9498717948717949,1.0,18,0.3469387755102041,0,0.0,None,0.4214285714285714,0.5867346938775511,0.4214285714285714,At-Risk
3280,59,56-65,Female,Wyoming,West,Hat,Accessories,S,Red,Fall,50,26,Fortnightly,1,3.0,No,0,Express,Debit Card,No,No,0,1300,Gold,0.6953846153846154,0.49019607843137253,1,0.0,0,0.0,None,0.14705882352941174,0.37254901960784315,0.14705882352941174,Casual Browsers
3281,45,36-45,Female,New York,Northeast,Handbag,Accessories,L,Red,Winter,57,12,Monthly,5,2.7,No,0,Next Day Air,PayPal,No,No,0,684,Gold,0.5383333333333333,0.21568627450980393,5,0.08163265306122448,0,0.0,None,0.09327731092436975,0.3243297318927571,0.09327731092436975,Casual Browsers
3282,27,26-35,Female,Oregon,West,Pants,Clothing,L,Gold,Winter,69,1,Annually,41,3.1,No,0,Free Shipping,Bank Transfer,No,No,0,69,Bronze,0.09025641025641026,0.0,41,0.8163265306122449,0,0.0,None,0.2857142857142857,0.45408163265306123,0.2857142857142857,At-Risk
3283,24,18-25,Female,California,West,T-shirt,Clothing,M,Red,Fall,94,12,Monthly,5,4.8,No,0,Next Day Air,Credit Card,No,No,0,1128,Gold,0.6592307692307692,0.21568627450980393,5,0.08163265306122448,1,0.0,None,0.29327731092436976,0.47432973189275707,0.29327731092436976,Casual Browsers
3284,47,46-55,Female,North Carolina,South,Jacket,Outerwear,L,Purple,Spring,24,4,Every 3 Months,10,2.9,No,0,Express,Debit Card,No,No,0,96,Bronze,0.15371794871794872,0.058823529411764705,10,0.1836734693877551,0,0.0,None,0.08193277310924368,0.31062424969987995,0.08193277310924368,Casual Browsers
3285,70,66-70,Female,Kentucky,South,Scarf,Accessories,L,White,Spring,79,1,Annually,20,4.5,No,0,2-Day Shipping,Venmo,No,No,0,79,Bronze,0.10564102564102563,0.0,20,0.3877551020408163,1,0.0,None,0.33571428571428574,0.49693877551020404,0.33571428571428574,Casual Browsers
3286,58,56-65,Female,Hawaii,West,Hat,Accessories,XL,Magenta,Fall,31,52,Weekly,11,4.6,No,0,Free Shipping,Cash,No,No,0,1612,Gold,0.7453846153846154,1.0,11,0.20408163265306123,1,0.0,None,0.5714285714285714,0.7010204081632653,0.5714285714285714,Champions
3287,45,36-45,Female,Illinois,Midwest,Jacket,Outerwear,L,Pink,Winter,67,26,Fortnightly,4,5.0,No,0,Express,Venmo,No,No,0,1742,Platinum,0.7694871794871795,0.49019607843137253,4,0.061224489795918366,1,0.0,None,0.3684873949579832,0.5378551420568227,0.3684873949579832,Casual Browsers
3288,24,18-25,Female,West Virginia,South,Skirt,Clothing,L,Black,Spring,63,52,Weekly,38,4.3,No,0,2-Day Shipping,Credit Card,No,No,0,3276,Platinum,0.941025641025641,1.0,38,0.7551020408163265,1,0.0,None,0.7642857142857142,0.8387755102040816,0.7642857142857142,Champions
3289,67,66-70,Female,South Carolina,South,Handbag,Accessories,XL,White,Spring,61,26,Bi-Weekly,19,4.9,No,0,Next Day Air,Credit Card,No,No,0,1586,Gold,0.7419230769230769,0.49019607843137253,19,0.3673469387755102,1,0.0,None,0.4756302521008403,0.6143857543017207,0.4756302521008403,Casual Browsers
3290,31,26-35,Female,Montana,West,Backpack,Accessories,M,Maroon,Summer,50,4,Every 3 Months,16,4.0,No,0,2-Day Shipping,Venmo,No,No,0,200,Silver,0.258974358974359,0.058823529411764705,16,0.30612244897959184,1,0.0,None,0.32478991596638657,0.49123649459783914,0.32478991596638657,Casual Browsers
3291,52,46-55,Female,North Dakota,Midwest,Coat,Outerwear,L,Black,Spring,82,12,Monthly,2,3.1,No,0,Free Shipping,PayPal,No,No,0,984,Gold,0.6215384615384615,0.21568627450980393,2,0.02040816326530612,0,0.0,None,0.07184873949579833,0.3090236094437775,0.07184873949579833,Casual Browsers
3292,29,26-35,Female,New Mexico,West,Belt,Accessories,L,Olive,Fall,51,12,Monthly,11,2.6,No,0,2-Day Shipping,Cash,No,No,0,612,Gold,0.5137179487179487,0.21568627450980393,11,0.20408163265306123,0,0.0,None,0.13613445378151262,0.35494197679071626,0.13613445378151262,Casual Browsers
3293,62,56-65,Female,Missouri,Midwest,Handbag,Accessories,L,Gray,Spring,23,26,Fortnightly,18,4.9,No,0,Standard,Bank Transfer,No,No,0,598,Gold,0.5075641025641026,0.49019607843137253,18,0.3469387755102041,1,0.0,None,0.46848739495798314,0.6092837134853941,0.46848739495798314,Casual Browsers
3294,19,18-25,Female,West Virginia,South,Coat,Outerwear,M,Gold,Spring,91,26,Fortnightly,47,3.5,No,0,2-Day Shipping,Credit Card,No,No,0,2366,Platinum,0.8774358974358974,0.49019607843137253,47,0.9387755102040817,0,0.0,None,0.4756302521008403,0.6072428971588635,0.4756302521008403,At-Risk
3295,62,56-65,Female,South Carolina,South,Sweater,Clothing,S,Magenta,Spring,60,26,Bi-Weekly,15,4.5,No,0,Store Pickup,Bank Transfer,No,No,0,1560,Gold,0.7383333333333333,0.49019607843137253,15,0.2857142857142857,1,0.0,None,0.44705882352941173,0.5939775910364146,0.44705882352941173,Casual Browsers
3296,70,66-70,Female,West Virginia,South,Blouse,Clothing,S,Lavender,Summer,34,52,Weekly,15,2.8,No,0,Next Day Air,Cash,No,No,0,1768,Platinum,0.7753846153846153,1.0,15,0.2857142857142857,0,0.0,None,0.39999999999999997,0.5714285714285714,0.39999999999999997,At-Risk
3297,20,18-25,Female,Alaska,West,Blouse,Clothing,M,Green,Spring,23,4,Quarterly,47,4.2,No,0,Next Day Air,Venmo,No,No,0,92,Bronze,0.14025641025641025,0.058823529411764705,47,0.9387755102040817,1,0.0,None,0.546218487394958,0.6493997599039616,0.546218487394958,Loyal Regulars
3298,67,66-70,Female,West Virginia,South,Belt,Accessories,M,Violet,Fall,82,12,Monthly,47,4.1,No,0,Free Shipping,PayPal,No,No,0,984,Gold,0.6215384615384615,0.21568627450980393,47,0.9387755102040817,1,0.0,None,0.5932773109243697,0.6886154461784714,0.5932773109243697,Champions
3299,65,56-65,Female,New Mexico,West,Jacket,Outerwear,M,Brown,Fall,73,4,Every 3 Months,6,3.5,No,0,Express,Bank Transfer,No,No,0,292,Silver,0.34602564102564104,0.058823529411764705,6,0.10204081632653061,0,0.0,None,0.053361344537815124,0.29021608643457386,0.053361344537815124,Casual Browsers
3300,45,36-45,Female,South Dakota,Midwest,Shorts,Clothing,L,Teal,Spring,32,12,Monthly,18,4.0,No,0,2-Day Shipping,Venmo,No,No,0,384,Silver,0.4430769230769231,0.21568627450980393,18,0.3469387755102041,1,0.0,None,0.3861344537815126,0.540656262505002,0.3861344537815126,Casual Browsers
3301,26,26-35,Female,Oklahoma,South,Hat,Accessories,M,Charcoal,Spring,80,26,Bi-Weekly,40,4.0,No,0,Express,Bank Transfer,No,No,0,2080,Platinum,0.8248717948717949,0.49019607843137253,40,0.7959183673469388,1,0.0,None,0.6256302521008403,0.7215286114445779,0.6256302521008403,Champions
3302,36,36-45,Female,Oklahoma,South,Pants,Clothing,XL,Charcoal,Summer,58,26,Fortnightly,31,2.5,No,0,Free Shipping,Credit Card,No,No,0,1508,Gold,0.7307692307692307,0.49019607843137253,31,0.6122448979591837,0,0.0,None,0.361344537815126,0.5256102440976391,0.361344537815126,At-Risk
3303,36,36-45,Female,Alabama,South,Blouse,Clothing,XL,Beige,Winter,82,26,Bi-Weekly,31,4.2,No,0,Standard,Venmo,No,No,0,2132,Platinum,0.833076923076923,0.49019607843137253,31,0.6122448979591837,1,0.0,None,0.561344537815126,0.6756102440976391,0.561344537815126,Champions
3304,20,18-25,Female,Mississippi,South,Belt,Accessories,S,Turquoise,Summer,60,26,Fortnightly,4,3.4,No,0,Next Day Air,Credit Card,No,No,0,1560,Gold,0.7383333333333333,0.49019607843137253,4,0.061224489795918366,0,0.0,None,0.16848739495798318,0.3878551420568227,0.16848739495798318,Casual Browsers
3305,30,26-35,Female,Mississippi,South,Handbag,Accessories,XL,Orange,Fall,79,4,Every 3 Months,36,4.8,No,0,Next Day Air,Bank Transfer,No,No,0,316,Silver,0.3737179487179487,0.058823529411764705,36,0.7142857142857143,1,0.0,None,0.4676470588235294,0.5932773109243697,0.4676470588235294,Casual Browsers
3306,34,26-35,Female,Nebraska,Midwest,Hoodie,Clothing,L,Cyan,Summer,41,26,Bi-Weekly,31,4.9,No,0,Standard,PayPal,No,No,0,1066,Gold,0.6428205128205128,0.49019607843137253,31,0.6122448979591837,1,0.0,None,0.561344537815126,0.6756102440976391,0.561344537815126,Champions
3307,63,56-65,Female,Colorado,West,Jacket,Outerwear,L,Orange,Summer,39,26,Fortnightly,6,3.6,No,0,Store Pickup,Venmo,No,No,0,1014,Gold,0.6289743589743589,0.49019607843137253,6,0.10204081632653061,0,0.0,None,0.18277310924369744,0.39805922368947577,0.18277310924369744,Casual Browsers
3308,18,18-25,Female,Pennsylvania,Northeast,Scarf,Accessories,S,Green,Winter,36,12,Monthly,1,4.0,No,0,Store Pickup,Cash,No,No,0,432,Silver,0.4703846153846154,0.21568627450980393,1,0.0,1,0.0,None,0.2647058823529412,0.45392156862745103,0.2647058823529412,Casual Browsers
3309,55,46-55,Female,Utah,West,Jeans,Clothing,M,Pink,Fall,70,12,Monthly,29,2.6,No,0,Express,Cash,No,No,0,840,Gold,0.5821794871794872,0.21568627450980393,29,0.5714285714285714,0,0.0,None,0.2647058823529412,0.4467787114845938,0.2647058823529412,At-Risk
3310,48,46-55,Female,Massachusetts,Northeast,Handbag,Accessories,M,Blue,Summer,47,12,Monthly,19,3.1,No,0,Store Pickup,PayPal,No,No,0,564,Silver,0.4980769230769231,0.21568627450980393,19,0.3673469387755102,0,0.0,None,0.19327731092436973,0.39575830332132855,0.19327731092436973,Casual Browsers
3311,45,36-45,Female,Iowa,Midwest,Jacket,Outerwear,M,Pink,Winter,27,26,Fortnightly,12,3.6,No,0,Free Shipping,PayPal,No,No,0,702,Gold,0.5415384615384615,0.49019607843137253,12,0.22448979591836735,0,0.0,None,0.2256302521008403,0.428671468587435,0.2256302521008403,Casual Browsers
3312,29,26-35,Female,Florida,South,Hat,Accessories,L,Blue,Summer,52,1,Annually,18,4.0,No,0,Express,Bank Transfer,No,No,0,52,Bronze,0.06025641025641026,0.0,18,0.3469387755102041,1,0.0,None,0.3214285714285714,0.486734693877551,0.3214285714285714,Casual Browsers
3313,55,46-55,Female,Louisiana,South,Sneakers,Footwear,L,Black,Summer,75,4,Quarterly,45,3.9,No,0,Next Day Air,Cash,No,No,0,300,Silver,0.355,0.058823529411764705,45,0.8979591836734694,0,0.0,None,0.3319327731092437,0.4891956782713085,0.3319327731092437,At-Risk
3314,55,46-55,Female,Kansas,Midwest,Hat,Accessories,XL,Black,Fall,30,12,Monthly,45,3.9,No,0,Express,Credit Card,No,No,0,360,Silver,0.4165384615384615,0.21568627450980393,45,0.8979591836734694,0,0.0,None,0.37899159663865545,0.5284113645458184,0.37899159663865545,At-Risk
3315,55,46-55,Female,Kansas,Midwest,Socks,Clothing,M,Violet,Spring,94,4,Quarterly,8,3.3,No,0,Standard,Credit Card,No,No,0,376,Silver,0.4338461538461538,0.058823529411764705,8,0.14285714285714285,0,0.0,None,0.06764705882352941,0.3004201680672269,0.06764705882352941,Casual Browsers
3316,48,46-55,Female,Kentucky,South,Scarf,Accessories,S,Gold,Summer,68,4,Every 3 Months,4,2.9,No,0,Standard,PayPal,No,No,0,272,Silver,0.32487179487179485,0.058823529411764705,4,0.061224489795918366,0,0.0,None,0.03907563025210084,0.2800120048019208,0.03907563025210084,Casual Browsers
3317,42,36-45,Female,New Mexico,West,Socks,Clothing,M,Olive,Summer,45,26,Fortnightly,5,3.1,No,0,Free Shipping,Debit Card,No,No,0,1170,Gold,0.6725641025641026,0.49019607843137253,5,0.08163265306122448,0,0.0,None,0.17563025210084032,0.3929571828731493,0.17563025210084032,Casual Browsers
3318,21,18-25,Female,North Carolina,South,Hat,Accessories,XL,Pink,Summer,67,4,Quarterly,30,4.7,No,0,Standard,Cash,No,No,0,268,Silver,0.3212820512820513,0.058823529411764705,30,0.5918367346938775,1,0.0,None,0.42478991596638654,0.5626650660264105,0.42478991596638654,Casual Browsers
3319,45,36-45,Female,North Dakota,Midwest,Jacket,Outerwear,M,Olive,Summer,46,12,Monthly,15,3.9,No,0,Free Shipping,PayPal,No,No,0,552,Silver,0.49564102564102563,0.21568627450980393,15,0.2857142857142857,0,0.0,None,0.16470588235294117,0.3753501400560224,0.16470588235294117,Casual Browsers
3320,23,18-25,Female,North Dakota,Midwest,Shorts,Clothing,M,Indigo,Summer,31,4,Every 3 Months,17,4.3,No,0,Next Day Air,Credit Card,No,No,0,124,Bronze,0.19025641025641027,0.058823529411764705,17,0.32653061224489793,1,0.0,None,0.3319327731092437,0.4963385354141656,0.3319327731092437,Casual Browsers
3321,66,66-70,Female,Illinois,Midwest,Blouse,Clothing,XL,Silver,Fall,44,4,Every 3 Months,45,4.2,No,0,2-Day Shipping,Cash,No,No,0,176,Bronze,0.24192307692307694,0.058823529411764705,45,0.8979591836734694,1,0.0,None,0.5319327731092437,0.6391956782713085,0.5319327731092437,Loyal Regulars
3322,32,26-35,Female,Maine,Northeast,Coat,Outerwear,S,Charcoal,Winter,100,1,Annually,3,4.3,No,0,Next Day Air,Venmo,No,No,0,100,Bronze,0.16705128205128206,0.0,3,0.04081632653061224,1,0.0,None,0.2142857142857143,0.4102040816326531,0.2142857142857143,Casual Browsers
3323,52,46-55,Female,Indiana,Midwest,Sweater,Clothing,XL,Orange,Winter,92,52,Weekly,43,4.6,No,0,Next Day Air,PayPal,No,No,0,4784,Platinum,0.9866666666666667,1.0,43,0.8571428571428571,1,0.0,None,0.8,0.8642857142857143,0.8,Champions
3324,54,46-55,Female,North Dakota,Midwest,Handbag,Accessories,M,Yellow,Winter,78,12,Monthly,4,3.8,No,0,Free Shipping,Credit Card,No,No,0,936,Gold,0.6066666666666667,0.21568627450980393,4,0.061224489795918366,0,0.0,None,0.0861344537815126,0.31922769107643056,0.0861344537815126,Casual Browsers
3325,37,36-45,Female,Missouri,Midwest,T-shirt,Clothing,S,Red,Fall,32,52,Weekly,41,3.3,No,0,Standard,Venmo,No,No,0,1664,Platinum,0.7541025641025642,1.0,41,0.8163265306122449,0,0.0,None,0.5857142857142856,0.7040816326530612,0.5857142857142856,Champions
